TimeStamp,right_torque,left_torque,x,y,th,xLC,y_LC,th_LC
176371.588087,1.205940,0.230280,0.000015,0.000000,-0.000049
176371.618086,0.507886,0.497364,0.000329,-0.000000,-0.000589
176371.648099,-0.504711,0.663486,0.001184,-0.000001,-0.001418
176371.678088,-0.788088,2.451908,0.002761,-0.000002,-0.000160
176371.703192,-1.861859,3.471761,0.004097,-0.000002,0.000600
176371.733083,-2.265281,4.299144,0.006830,0.000001,0.001924
176371.758085,-4.264500,6.230501,0.009112,0.000005,0.002450
176371.783085,-7.328546,9.447632,0.011243,0.000011,0.003072
176371.808084,-9.304679,11.105234,0.013509,0.000018,0.003153
176371.848083,-11.689718,13.903892,0.018267,0.000035,0.003466
176371.878087,-15.430462,16.491174,0.023487,0.000049,0.001956
176371.903096,-16.441037,16.836983,0.027162,0.000055,0.000869
176371.938088,-18.742679,18.496363,0.034782,0.000053,-0.001597
176371.968075,-19.623974,19.048212,0.042973,0.000032,-0.003758
176371.998074,-20.397055,19.546576,0.052588,-0.000015,-0.006345
176372.033077,-20.671198,18.409134,0.067965,-0.000136,-0.009149
176372.058081,-21.309805,18.555296,0.076637,-0.000219,-0.010414
176372.083078,-21.741796,17.922945,0.088157,-0.000352,-0.013122
176372.108092,-21.031334,16.789394,0.100787,-0.000532,-0.015915
176372.133075,-20.979680,15.268726,0.114438,-0.000763,-0.018594
176372.158076,-20.487378,14.070294,0.131896,-0.001115,-0.022309
176372.188057,-20.301827,12.754221,0.147495,-0.001479,-0.025060
176372.213081,-19.222283,11.125529,0.163888,-0.001909,-0.027751
176372.243073,-18.396105,9.583457,0.184778,-0.002517,-0.030676
176372.273075,-17.080222,8.029265,0.206688,-0.003213,-0.032995
176372.308054,-16.429206,6.969490,0.233426,-0.004122,-0.035048
176372.338073,-15.874573,5.953914,0.257045,-0.004957,-0.035563
176372.373072,-15.641119,5.789238,0.289349,-0.006102,-0.034919
176372.398071,-15.528288,5.904377,0.305982,-0.006678,-0.034047
176372.433069,-14.539067,5.519763,0.335847,-0.007657,-0.031113
176372.458072,-14.625638,5.768945,0.362145,-0.008439,-0.027932
176372.488064,-14.633429,5.920445,0.384710,-0.009041,-0.024851
176372.513067,-14.168542,6.094406,0.407562,-0.009577,-0.021223
176372.538075,-12.607950,5.981045,0.435204,-0.010112,-0.016293
176372.573051,-11.861995,6.053765,0.462895,-0.010504,-0.010917
176372.608067,-9.888747,5.018230,0.495645,-0.010774,-0.004532
176372.638069,-8.627692,4.945510,0.528501,-0.010835,0.001607
176372.668066,-7.712057,4.489232,0.551946,-0.010757,0.005886
176372.693064,-6.700039,4.032953,0.580207,-0.010537,0.010380
176372.723063,-5.500161,3.406995,0.603814,-0.010258,0.013919
176372.748063,-4.742085,3.029497,0.627330,-0.009902,0.016963
176372.773066,-4.497954,3.475434,0.655346,-0.009383,0.020761
176372.798065,-2.875609,3.624432,0.678695,-0.008862,0.024841
176372.828064,-2.232096,3.775932,0.701906,-0.008248,0.028771
176372.853063,-2.114647,3.729954,0.724904,-0.007554,0.031808
176372.878072,-1.635331,3.600915,0.747824,-0.006803,0.034003
176372.908062,-1.320212,3.980192,0.779771,-0.005674,0.037015
176372.933061,-1.168135,4.656409,0.797813,-0.004994,0.038797
176372.963059,-0.387551,5.021788,0.825016,-0.003907,0.042040
176372.988059,0.751150,5.123028,0.847898,-0.002917,0.045125
176373.013059,1.448626,5.351529,0.870701,-0.001861,0.047961
176373.043059,2.146102,5.592149,0.897998,-0.000510,0.051157
176373.073057,2.184770,5.556512,0.929755,0.001150,0.053326
176373.098059,3.183514,5.726192,0.947902,0.002126,0.054220
176373.133064,3.010083,6.570309,0.979459,0.003859,0.055348
176373.173057,1.934291,7.456847,1.014804,0.005817,0.054996
176373.198056,1.383988,8.171939,1.040994,0.007246,0.053577
176373.228052,1.232488,8.388320,1.062885,0.008405,0.051952
176373.253053,0.102154,8.992541,1.089078,0.009739,0.049050
176373.278077,0.174297,8.359466,1.106611,0.010584,0.046425
176373.308057,-0.315986,8.010488,1.137546,0.011948,0.040622
176373.338051,-0.624468,7.429451,1.159807,0.012810,0.035540
176373.368052,-0.794726,6.876212,1.186630,0.013696,0.029334
176373.393061,-1.509228,7.049450,1.209020,0.014308,0.024254
176373.423048,-1.830985,6.497990,1.235851,0.014887,0.017850
176373.453050,-1.910342,5.664212,1.262881,0.015295,0.011301
176373.483048,-2.510282,5.272091,1.289897,0.015525,0.004603
176373.518054,-2.601759,3.933555,1.321655,0.015570,-0.003018
176373.543047,-4.022973,3.265176,1.344291,0.015450,-0.009182
176373.568048,-4.792593,3.008154,1.371124,0.015113,-0.017366
176373.593046,-5.847033,2.946831,1.388927,0.014770,-0.022213
176373.633047,-6.877233,2.371131,1.424376,0.013826,-0.032107
176373.658046,-8.300178,1.684572,1.450911,0.012891,-0.039553
176373.688049,-8.870972,1.096752,1.473048,0.011963,-0.045427
176373.723038,-10.071412,1.109926,1.503886,0.010468,-0.052220
176373.758060,-10.818522,0.632966,1.539104,0.008532,-0.058310
176373.783042,-12.151143,0.233007,1.561134,0.007214,-0.062109
176373.818042,-12.528016,0.091126,1.587621,0.005526,-0.065550
176373.848039,-12.742424,-0.349475,1.614239,0.003749,-0.068247
176373.878041,-13.554463,-0.442876,1.645345,0.001596,-0.069993
176373.903143,-12.842270,-0.915555,1.667709,0.000026,-0.070178
176373.938067,-12.650082,-0.789018,1.694671,-0.001860,-0.069063
176373.968102,-12.003394,-1.560416,1.721846,-0.003714,-0.066858
176373.998103,-11.483390,-1.502318,1.753671,-0.005794,-0.062908
176374.028063,-10.793705,-1.615679,1.776472,-0.007195,-0.059230
176374.063059,-9.825838,-1.484861,1.808452,-0.009009,-0.053053
176374.093081,-8.845275,-1.398242,1.835976,-0.010397,-0.046641
176374.128059,-8.584118,-0.647526,1.872344,-0.011947,-0.037189
176374.158063,-8.069019,-0.031909,1.899575,-0.012871,-0.029150
176374.183060,-6.936955,0.777627,1.922176,-0.013465,-0.021817
176374.213055,-6.354041,0.845010,1.944839,-0.013896,-0.014978
176374.258095,-5.046238,1.941145,1.990158,-0.014298,-0.001052
176374.303055,-3.851843,2.824124,2.026322,-0.014155,0.010176
176374.338086,-3.042979,4.428241,2.062224,-0.013641,0.019077
176374.373062,-2.295869,6.179577,2.088905,-0.013074,0.024488
